geom,scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,wikipedia,natlscale,comments,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_fr,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,wdid_score,ne_id
"POINT (-68.9568788072761 12.1848346052019)","7",Airport,mid,Hato Int'l,CUR,terminal,TNCC,CUR,http://en.wikipedia.org/wiki/Hato_International_Airport,15.000,,Q1431168,,,Flughafen Curaçao,Hato International Airport,Aeropuerto Internacional Hato,aéroport international Hato,,,,,Aeroporto Internazionale di Hato,ハト国際空港,,Curaçao International Airport,Port lotniczy Curaçao,Aeroporto Internacional Hato,,Hato International Airport,,Sân bay quốc tế Hato,庫拉索國際機場,"4","1159119303"
"POINT (-71.9436641449722 -13.5382186992639)","7",Airport,major,Velazco Astete Int'l,CUZ,terminal,SPZO,CUZ,http://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,15.000,,Q1431170,,,Flughafen Cuzco,Alejandro Velasco Astete International Airport,Aeropuerto Internacional Alejandro Velasco Astete,aéroport international Alejandro Velasco Astete,,,,Bandar Udara Internasional Alejandro Velasco Astete,,アレハンドロ・ベラスコ・アステテ国際空港,,,Port lotniczy Cusco-Alejandro Velasco Astete,Aeroporto Internacional Alejandro Velasco Astete,Алехандро Веласко Эстете,,,Sân bay quốc tế Alejandro Velasco Astete,Alejandro Velasco Astete國際機場,"4","1159119321"
"POINT (39.2074715039165 -6.86672004249119)","7",Airport,mid,Julius Nyerere Int'l,DAR,terminal,HTDA,DAR,http://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport,15.000,,Q1411192,مطار جوليوس نيريري,,Flughafen Dar es Salaam,Julius Nyerere International Airport,Aeropuerto Internacional Julius Nyerere,aéroport international Julius Nyerere,,,Julius Nyerere nemzetközi repülőtér,Bandar Udara Internasional Julius Nyerere,Aeroporto Internazionale Julius Nyerere,ジュリウス・ニエレレ国際空港,,Julius Nyerere International Airport,Port lotniczy Dar es Salaam,Aeroporto Internacional Julius Nyerere,Международный аэропорт имени Джулиуса Ньерере,,,,朱利叶斯·尼雷尔国际机场,"4","1159119341"
"POINT (-83.0039681417733 42.4090938431907)","7",Airport,mid,Detroit City,DET,terminal,KDET,DET,http://en.wikipedia.org/wiki/Coleman_A._Young_International_Airport,15.000,,Q1657858,,,,Coleman A. Young International Airport,,,,,,,,Coleman A. Young市営空港,,,,,,,,,Coleman A. Young國際機場,"4","1159119359"
"POINT (125.524854209182 -8.54931157414564)","7",Airport,mid,Presidente Nicolau Lobato Int'l,DIL,terminal,WPDL,DIL,http://en.wikipedia.org/wiki/Presidente_Nicolau_Lobato_International_Airport,15.000,,Q1432488,,রাষ্ট্রপতি নিকোলাউ লোবাটো আন্তর্জাতিক বিমানবন্দর,Flughafen Presidente Nicolau Lobato,Presidente Nicolau Lobato International Airport,Aeropuerto Internacional Presidente Nicolau Lobato,aéroport international de Dili,,,,Bandar Udara Internasional Presidente Nicolau Lobato,Aeroporto Internazionale Presidente Nicolau Lobato,プレジデンテ・ニコラウ・ロバト国際空港,,Presidente Nicolau Lobato International Airport,Port lotniczy Dili,Aeroporto Internacional Presidente Nicolau Lobato,,,,Sân bay quốc tế Presidente Nicolau Lobato,尼古勞·洛巴托總統國際機場,"4","1159119377"
"POINT (37.9002531289452 55.4141528223023)","7",Airport,major,Moscow Domodedovo Int'l,DME,terminal,UUDD,DME,http://en.wikipedia.org/wiki/Domodedovo_International_Airport,15.000,,Q186614,مطار دوموديدوفو الدولي,,Flughafen Moskau-Domodedowo,Domodedovo International Airport,Aeropuerto Internacional de Moscú-Domodédovo,aéroport international Domodedovo,,दोमोदेदोव हवाई अड्डा,Domogyedovói nemzetközi repülőtér,Bandar Udara Internasional Domodedovo,Aeroporto di Mosca-Domodedovo,ドモジェドヴォ空港,도모데도보 국제공항,Luchthaven Domodedovo,Port lotniczy Moskwa-Domodiedowo,Aeroporto Internacional Domodedovo,Домодедово,Domodedovos internationella flygplats,Domodedovo Havalimanı,Sân bay Quốc tế Domodedovo,多莫杰多沃国际机场,"4","1159119395"
"POINT (170.200027 -45.923431)","7",Airport,mid,Dunedin Int'l,DUD,terminal,NZDN,DUD,http://en.wikipedia.org/wiki/Dunedin_International_Airport,15.000,,Q1364375,,,Flughafen Dunedin,Dunedin International Airport,,,,,,Bandar Udara Internasional Dunedin,Aeroporto di Dunedin,ダニーデン国際空港,더니든 국제공항,Dunedin International Airport,Port lotniczy Dunedin,,Данидин,,,Sân bay quốc tế Dunedin,达尼丁国际机场,"4","1159119413"
"POINT (45.2817864197899 -12.8049474381643)","7",Airport,mid,Dzaoudzi Pamanzi Int'l,DZA,terminal,FMCZ,DZA,http://en.wikipedia.org/wiki/Dzaoudzi_Pamandzi_International_Airport,15.000,,Q642313,,,Flughafen Dzaoudzi Pamandzi,Dzaoudzi Pamandzi International Airport,Aeropuerto Internacional de Dzaoudzi Pamandzi,aéroport de Dzaoudzi-Pamandzi,,,Dzaoudzi Pamandzi nemzetközi repülőtér,Bandar Udara Internasional Dzaoudzi Pamandzi,Aeroporto di Dzaoudzi-Pamanzi,ザウジ,자우지 파만지 국제공항,Luchthaven Dzaoudzi-Pamandzi,Port lotniczy Dzaoudzi,,,,,Sân bay quốc tế Dzaoudzi Pamandzi,藻德濟-Pamanzi國際機場,"4","1159119431"
"POINT (-106.395714679366 31.7990860272589)","7",Airport,mid,El Paso Int'l,ELP,terminal,KELP,ELP,http://en.wikipedia.org/wiki/El_Paso_International_Airport,15.000,,Q1231062,,এল প্যাসো আন্তর্জাতিক বিমানবন্দর,El Paso International Airport,El Paso International Airport,Aeropuerto Internacional de El Paso,,,,,Bandar Udara Internasional El Paso,Aeroporto Internazionale di El Paso,エルパソ国際空港,,El Paso International Airport,Port lotniczy El Paso,Aeroporto Internacional de El Paso,,,,Sân bay quốc tế El Paso,艾爾帕索國際機場,"4","1159119449"
"POINT (44.4000630536938 40.1523679451884)","7",Airport,major,Zvartnots Int'l,EVN,terminal,UDYZ,EVN,http://en.wikipedia.org/wiki/Zvartnots_International_Airport,15.000,,Q1124922,,,Flughafen Jerewan,Zvartnots International Airport,Aeropuerto Internacional de Zvartnots,aéroport international Zvartnots,,,Zvartnotszi nemzetközi repülőtér,Bandar Udara Internasional Zvartnots,Aeroporto di Erevan,ズヴァルトノッツ国際空港,츠바르트노츠 국제공항,Luchthaven Zvartnots,Port lotniczy Erywań,Aeroporto Internacional de Zvartnots,Звартноц,Zvartnots internationella flygplats,Zvartnots Uluslararası Havalimanı,Sân bay quốc tế Zvartnots,兹瓦尔特诺茨国际机场,"4","1159119467"
"POINT (-97.3551348561587 32.8207529047972)","7",Airport,major,Fort Worth Meacham Field,FTW,terminal,KFTW,FTW,http://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport,15.000,,Q5472402,,,,Fort Worth Meacham International Airport,,,,,,,,Fort Worth Meacham国際空港,,,,,,,,,沃斯堡Meacham國際機場,"4","1159119485"
"POINT (-71.1461337448876 21.4421237439063)","7",Airport,mid,JAGS McCartney Int'l,GDT,terminal,MBGT,GDT,http://en.wikipedia.org/wiki/JAGS_McCartney_International_Airport,15.000,,Q2902808,,,Flughafen Grand Turk,JAGS McCartney International Airport,Aeropuerto Internacional JAGS McCartney,,,,,,,JAGSマッカートニー国際空港,,,Port lotniczy JAGS McCartney,,Гранд-Терк,,,,JAGS麥卡特尼國際機場,"4","1159119503"
"POINT (-94.8554013876264 29.2671239212096)","7",Airport,mid,Scholes Int'l,GLS,terminal,KGLS,GLS,http://en.wikipedia.org/wiki/Scholes_International_Airport_at_Galveston,15.000,,Q6587665,,,,Scholes International Airport at Galveston,,,,,,,,,,,,,,,,,加爾維斯敦的Scholes國際機場,"4","1159119521"
"POINT (29.2400534952228 -1.65831795002069)","7",Airport,mid,Goma Int'l,GOM,terminal,FZNA,GOM,http://en.wikipedia.org/wiki/Goma_International_Airport,15.000,,Q2564541,,,Flughafen Goma,Goma International Airport,Aeropuerto de Goma,aéroport international de Goma,,,,Bandar Udara Internasional Goma,,ゴマ国際空港,,Luchthaven Goma Internationaal,Port lotniczy Goma,,,Goma,,Sân bay quốc tế Goma,戈馬國際機場,"4","1159119539"
"POINT (13.3724309377878 9.33068867678854)","7",Airport,mid,Garoua Int'l,GOU,terminal,FKKR,GOU,http://en.wikipedia.org/wiki/Garoua_International_Airport,15.000,,Q2161272,,,Flughafen Garoua,Garoua International Airport,Aeropuerto Internacional de Garoua,aéroport international de Garoua,,,,Bandar Udara Internasional Garoua,Aeroporto di Garoua,ガルア国際空港,,Luchthaven Garoua Internationaal,Port lotniczy Garoua,,,,,,加魯阿國際機場,"4","1159119557"
"POINT (144.805850357093 13.4926462359465)","7",Airport,major,Antonio B. Won Pat Int'l,GUM,terminal,PGUM,GUM,http://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,15.000,,Q1136355,مطار غوام,,Flughafen Antonio B. Won Pat,Antonio B. Won Pat International Airport,Aeropuerto Internacional Antonio B. Won Pat,aéroport international Antonio-B.-Won-Pat de Guam,,,,Bandar Udara Internasional Antonio B. Won Pat,Aeroporto Internazionale Antonio B. Won Pat,グアム国際空港,안토니오 비 원 팻 국제공항,Luchthaven Antonio B. Won Pat,Port lotniczy Antonio B. Won Pat,,Гуам,Antonio B. Won Pat International Airport,,Sân bay quốc tế Antonio B. Won Pat,安東尼奧·汪帕特國際機場,"4","1159119575"
"POINT (-87.4083596247406 41.6177930015166)","7",Airport,mid,Gary/Chicago Int'l,GYY,terminal,KGYY,GYY,http://en.wikipedia.org/wiki/Gary/Chicago_International_Airport,15.000,,Q1431348,,,Gary/Chicago International Airport,Gary/Chicago International Airport,,aéroport international de Gary/Chicago,,,,,,ゲーリー・シカゴ国際空港,,,,,,,,,加里/芝加哥國際機場,"4","1159119593"
"POINT (43.2745612179616 -11.5366393829127)","7",Airport,mid,Prince Said Ibrahim Int'l,HAH,terminal,FMCH,HAH,http://en.wikipedia.org/wiki/Prince_Said_Ibrahim_International_Airport,15.000,,Q653299,مطار الأمير سعيد إبراهيم الدولي,,Prince Said Ibrahim International Airport,Prince Said Ibrahim International Airport,Aeropuerto Internacional Príncipe Said Ibrahim,aéroport international Prince Saïd Ibrahim,,,,Bandar Udara Internasional Prince Said Ibrahim,Aeroporto di Moroni-Principe Saïd Ibrahim,プリンス・サイード・イブラヒーム国際空港,,Luchthaven Prins Said Ibrahim,Port lotniczy Moroni,Aeroporto Internacional Príncipe Said Ibrahim,,Prince Said Ibrahim International Airport,,Sân bay quốc tế Prince Said Ibrahim,赛义德·易卜拉欣王子国际机场,"4","1159119611"
"POINT (147.505996190408 -42.8376083694822)","7",Airport,mid,Hobart Int'l,HBA,terminal,YMHB,HBA,http://en.wikipedia.org/wiki/Hobart_International_Airport,15.000,,Q15498,,,Hobart International Airport,Hobart International Airport,Aeropuerto Internacional de Hobart,Hobart International Airport,,,,Bandar Udara Internasional Hobart,aeroporto Internazionale di Hobart,ホバート国際空港,호바트 국제공항,Hobart International Airport,Międzynarodowy port lotniczy Hobart,Aeroporto Internacional de Hobart,Хобарт,Hobart International Airport,,Sân bay quốc tế Hobart,霍巴特國際機場,"4","1159119629"
"POINT (160.045855129925 -9.42757566400146)","7",Airport,mid,Honiara Int'l,HIR,terminal,AGGH,HIR,http://en.wikipedia.org/wiki/Honiara_International_Airport,15.000,,Q859876,,,Flughafen Honiara,Honiara International Airport,Aeropuerto Internacional Guadalcanal,aéroport international de Honiara,,,,,Aeroporto Internazionale di Honiara,ホニアラ国際空港,호니아라 국제공항,Honiara International Airport,Port lotniczy Honiara,Aeroporto Internacional de Honiara,Хониара,Honiara International Airport,,,霍尼亞拉國際機場,"4","1159119647"
"POINT (30.4451305182104 50.412808165985)","7",Airport,mid,Kiev Zhuliany Int'l,IEV,terminal,UKKK,IEV,http://en.wikipedia.org/wiki/Kiev_International_Airport,15.000,,Q939543,مطار كييف جولياني الدولي,,Flughafen Kiew-Schuljany,Kyiv Zhuliany International Airport,,aéroport international de Kiev,,,Kijevi nemzetközi repülőtér,Bandar Udara Internasional Zhuliany Kiev,Aeroporto di Kiev-Žuljany,キエフ・ジュリャーヌィ国際空港,,Kyiv Zhuliany International Airport,Port lotniczy Kijów-Żuliany,,Киев,Kiev Zjuljany flygplats,,Sân bay Zhulyany Kiev,基輔國際機場,"4","1159119661"
"POINT (104.355859748002 52.2728893882244)","7",Airport,mid and military,Irkutsk S.E.,IKT,terminal,UIII,IKT,http://en.wikipedia.org/wiki/Irkutsk_Airport,15.000,,Q1431564,,,Flughafen Irkutsk,International Airport Irkutsk,Aeropuerto Internacional de Irkutsk,aéroport international d'Irkoutsk,,,,Bandar Udara Internasional Irkutsk,Aeroporto di Irkutsk,イルクーツク国際空港,이르쿠츠크 국제공항,Luchthaven Irkoetsk,Port lotniczy Irkuck,,Иркутск,,,Sân bay quốc tế Irkutsk,伊爾庫茨克國際機場,"4","1159119677"
"POINT (-86.2734003650885 39.7302043703969)","7",Airport,major,Indianapolis Int'l,IND,terminal,KIND,IND,http://en.wikipedia.org/wiki/Indianapolis_International_Airport,15.000,,Q1156865,مطار إنديانابوليس الدولي,ইন্ডিয়ানাপোলিস আন্তর্জাতিক বিমানবন্দর,Indianapolis International Airport,Indianapolis International Airport,Aeropuerto Internacional de Indianápolis,aéroport international d'Indianapolis,,,,Bandar Udara Internasional Indianapolis,Aeroporto Internazionale di Indianapolis,インディアナポリス国際空港,인디애나폴리스 국제공항,Indianapolis International Airport,Port lotniczy Indianapolis,,,,,Sân bay quốc tế Indianapolis,印第安纳波利斯国际机场,"4","1159119691"
"POINT (166.91613965882 -0.545037226856384)","7",Airport,mid,Nauru Int'l,INU,runway,ANYN,INU,http://en.wikipedia.org/wiki/Nauru_International_Airport,15.000,,Q534251,مطار ناورو الدولي,,Flughafen Nauru,Nauru International Airport,Aeropuerto Internacional de Nauru,aéroport international de Nauru,,,Naurui nemzetközi repülőtér,Bandar Udara Internasional Nauru,Aeroporto Internazionale di Nauru,ナウル国際空港,나우루 국제공항,Internationale Luchthaven Nauru,Port lotniczy Nauru,Aeroporto Internacional de Nauru,Науру,Nauru International Airport,,Sân bay quốc tế Nauru,諾魯國際機場,"4","1159119715"
"POINT (-109.43006441001 -27.1587738388538)","7",Airport,mid,Mataveri Int'l,IPC,terminal,SCIP,IPC,http://en.wikipedia.org/wiki/Mataveri_International_Airport,15.000,,Q1070747,,,,Mataveri International Airport,Aeropuerto Internacional Mataveri,aéroport international Mataveri,,,Mataveri nemzetközi repülőtér,Bandar Udara Internasional Mataveri,Aeroporto Internazionale di Mataveri,マタベリ国際空港,마타베리 국제공항,Mataveri International Airport,Port lotniczy Mataveri,Aeroporto Internacional Mataveri,Матавери,Mataveri International Airport,,Sân bay quốc tế Mataveri,马塔维里国际机场,"4","1159119731"
"POINT (-65.0937665458812 -24.3861010775846)","7",Airport,mid,Gob. Horacio Guzman Int'l,JUJ,terminal,SASJ,JUJ,http://en.wikipedia.org/wiki/Gobernador_Horacio_Guzm%C3%A1n_International_Airport,15.000,,Q1927818,,,,Gobernador Horacio Guzmán International Airport,Aeropuerto Internacional Gobernador Horacio Guzmán,,,,,,,ゴベルナドル・オラシオ・グスマン国際空港,,,Port lotniczy Gobernador Horacio Guzman,Aeroporto Internacional Gobernador Horacio Guzmán,,Gobernador Horacio Guzmán International Airport,,Sân bay quốc tế Gobernador Horacio Guzmán,,"4","1159119751"
"POINT (115.911979918602 28.8624891200666)","7",Airport,mid,Nanchang Changbei Int'l,KHN,terminal,ZSCN,KHN,http://en.wikipedia.org/wiki/Nanchang_Changbei_International_Airport,15.000,,Q1375451,مطار نانتشانغ تشانغبى الدولي,,,Nanchang Changbei International Airport,,aéroport international de Nanchang Changbei,,,,Bandar Udara Internasional Changbei Nanchang,,南昌昌北国際空港,난창 창베이 국제공항,Nanchang Changbei International Airport,Port lotniczy Nanchang-Changbei,,,Nanchang Changbei International Airport,,Sân bay quốc tế Xương Bắc Nam Xương,南昌昌北国际机场,"4","1159119767"
"POINT (102.742117578823 24.999996110081)","7",Airport,major,Kunming Wujiaba Int'l,KMG,terminal,ZPPP,KMG,http://en.wikipedia.org/wiki/Kunming_Wujiaba_International_Airport,15.000,,Q1190274,مطار كونمينغ وجيابا الدولي,,Kunming Wujiaba International Airport,Kunming Wujiaba International Airport,Kunming Wujiaba,Kunming Wujiaba International Airport,,,,,Kunming Wujiaba,昆明巫家ハ国際空港,쿤밍 우자바 국제공항,Kunming Wujiaba International Airport,Port lotniczy Kunming-Wujiaba,Aeroporto Internacional de Kunming Wujiaba,,,,Sân bay quốc tế Vu Gia Bá,昆明巫家坝国际机场,"4","1159119791"
"POINT (-1.65983106734746 53.8690819474434)","7",Airport,major,Leeds Bradford,LBA,terminal,EGNM,LBA,http://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport,15.000,,Q8699,,,Leeds Bradford International Airport,Leeds Bradford International Airport,Aeropuerto Internacional de Leeds Bradford,aéroport international de Leeds-Bradford,,,,,Aeroporto di Leeds-Bradford,リーズ・ブラッドフォード空港,,Leeds Bradford International Airport,Port lotniczy Leeds/Bradford,Aeroporto Internacional de Leeds Bradford,Лидс-Брэдфорд,Leeds Bradford International Airport,,Sân bay quốc tế Leeds Bradford,里茲/布拉福,"4","1159119807"
"POINT (9.41022337820712 0.457139229503759)","7",Airport,mid,Libreville Leon M'ba Int'l,LBV,terminal,FOOL,LBV,http://en.wikipedia.org/wiki/Libreville_International_Airport,15.000,,Q420847,مطار ليبرفيل الدولي,,Flughafen Libreville Leon M'ba,Libreville International Airport,Aeropuerto Internacional de Libreville-Leon M'ba,aéroport international Léon Mba,,,,Bandar Udara Internasional Libreville,Aeroporto di Libreville-Léon M'Ba,リーブルヴィル国際空港,,Luchthaven Libreville Internationaal,Port lotniczy Libreville,Aeroporto Internacional Léon-Mba,,Libreville,Libreville Leon M'ba Uluslararası Havalimanı,Sân bay quốc tế Libreville,利伯維爾國際機場,"4","1159119827"
